
step 0: train loss 4.2874, val loss 4.2823
iter 4180: loss 1.1530, time 37.24ms, mfu 9.11%
iter 4190: loss 1.1706, time 37.25ms, mfu 9.20%
iter 4200: loss 1.1568, time 37.24ms, mfu 9.28%
iter 4210: loss 1.1795, time 37.25ms, mfu 9.35%
iter 4220: loss 1.1477, time 37.26ms, mfu 9.42%
iter 4230: loss 1.1651, time 37.26ms, mfu 9.48%
iter 4240: loss 1.1754, time 37.25ms, mfu 9.53%
step 4250: train loss 1.0542, val loss 1.4212
saving checkpoint to perp
iter 4250: loss 1.1645, time 4980.34ms, mfu 8.58%
iter 4260: loss 1.1701, time 37.31ms, mfu 8.72%
iter 4270: loss 1.1483, time 37.27ms, mfu 8.85%
iter 4280: loss 1.1584, time 37.33ms, mfu 8.96%
iter 4290: loss 1.1252, time 37.29ms, mfu 9.07%
iter 4300: loss 1.1217, time 37.35ms, mfu 9.16%
iter 4310: loss 1.1547, time 37.44ms, mfu 9.24%
iter 4320: loss 1.1215, time 37.52ms, mfu 9.31%
iter 4330: loss 1.1548, time 37.29ms, mfu 9.37%
iter 4340: loss 1.1514, time 37.51ms, mfu 9.43%
iter 4350: loss 1.1290, time 37.14ms, mfu 9.49%
iter 4360: loss 1.1467, time 37.53ms, mfu 9.54%
iter 4370: loss 1.1418, time 37.11ms, mfu 9.59%
iter 4380: loss 1.1168, time 37.30ms, mfu 9.63%
iter 4390: loss 1.1672, time 37.30ms, mfu 9.66%
iter 4400: loss 1.1491, time 37.21ms, mfu 9.70%
iter 4410: loss 1.1691, time 37.51ms, mfu 9.72%
iter 4420: loss 1.1506, time 37.30ms, mfu 9.75%
iter 4430: loss 1.1314, time 37.57ms, mfu 9.77%
iter 4440: loss 1.1402, time 37.60ms, mfu 9.78%
iter 4450: loss 1.1287, time 37.28ms, mfu 9.80%
iter 4460: loss 1.1316, time 37.28ms, mfu 9.82%
iter 4470: loss 1.1562, time 37.49ms, mfu 9.83%
iter 4480: loss 1.1160, time 37.31ms, mfu 9.85%
iter 4490: loss 1.1339, time 37.41ms, mfu 9.86%
step 4500: train loss 1.0352, val loss 1.4311
iter 4500: loss 1.1653, time 4698.45ms, mfu 8.88%
iter 4510: loss 1.1530, time 37.28ms, mfu 8.99%
iter 4520: loss 1.1351, time 37.50ms, mfu 9.09%
iter 4530: loss 1.1431, time 37.28ms, mfu 9.18%
iter 4540: loss 1.1364, time 37.22ms, mfu 9.26%
iter 4550: loss 1.1866, time 37.29ms, mfu 9.33%
iter 4560: loss 1.1400, time 37.28ms, mfu 9.40%
iter 4570: loss 1.1360, time 37.17ms, mfu 9.46%
iter 4580: loss 1.1549, time 37.16ms, mfu 9.52%
iter 4590: loss 1.1566, time 37.42ms, mfu 9.56%
iter 4600: loss 1.1278, time 37.52ms, mfu 9.60%
iter 4610: loss 1.1757, time 37.31ms, mfu 9.64%
iter 4620: loss 1.1471, time 37.18ms, mfu 9.68%
iter 4630: loss 1.1082, time 37.42ms, mfu 9.71%
iter 4640: loss 1.1380, time 37.32ms, mfu 9.73%
iter 4650: loss 1.1589, time 37.58ms, mfu 9.75%
iter 4660: loss 1.1738, time 37.59ms, mfu 9.77%
iter 4670: loss 1.1375, time 37.42ms, mfu 9.79%
iter 4680: loss 1.1416, time 37.30ms, mfu 9.81%
iter 4690: loss 1.1409, time 37.54ms, mfu 9.82%
iter 4700: loss 1.1147, time 37.24ms, mfu 9.84%
iter 4710: loss 1.0925, time 37.29ms, mfu 9.85%
iter 4720: loss 1.1337, time 39.67ms, mfu 9.81%
iter 4730: loss 1.1250, time 37.52ms, mfu 9.82%
iter 4740: loss 1.1269, time 37.30ms, mfu 9.84%
step 4750: train loss 1.0231, val loss 1.4292
iter 4750: loss 1.1006, time 4665.89ms, mfu 8.86%
iter 4760: loss 1.1280, time 37.57ms, mfu 8.97%
iter 4770: loss 1.0955, time 37.43ms, mfu 9.07%
iter 4780: loss 1.0987, time 37.28ms, mfu 9.16%
iter 4790: loss 1.1483, time 37.29ms, mfu 9.24%
iter 4800: loss 1.1294, time 37.29ms, mfu 9.32%
iter 4810: loss 1.1398, time 37.22ms, mfu 9.39%
iter 4820: loss 1.1051, time 37.16ms, mfu 9.45%
iter 4830: loss 1.1174, time 37.29ms, mfu 9.50%
iter 4840: loss 1.1283, time 37.14ms, mfu 9.56%
iter 4850: loss 1.1242, time 37.17ms, mfu 9.60%
iter 4860: loss 1.1183, time 37.54ms, mfu 9.64%
iter 4870: loss 1.1049, time 37.34ms, mfu 9.67%
iter 4880: loss 1.1207, time 37.13ms, mfu 9.71%
iter 4890: loss 1.1200, time 37.43ms, mfu 9.73%
iter 4900: loss 1.0941, time 37.42ms, mfu 9.75%
iter 4910: loss 1.1314, time 37.13ms, mfu 9.78%
iter 4920: loss 1.1074, time 37.18ms, mfu 9.81%
iter 4930: loss 1.1258, time 37.29ms, mfu 9.83%
iter 4940: loss 1.0846, time 37.40ms, mfu 9.84%
iter 4950: loss 1.1410, time 37.39ms, mfu 9.85%
iter 4960: loss 1.1361, time 37.37ms, mfu 9.86%
iter 4970: loss 1.0959, time 37.35ms, mfu 9.88%
iter 4980: loss 1.0806, time 37.37ms, mfu 9.88%
iter 4990: loss 1.1256, time 37.60ms, mfu 9.89%
step 5000: train loss 1.0134, val loss 1.4421
iter 5000: loss 1.1188, time 4687.71ms, mfu 8.91%
iter 5010: loss 1.1168, time 37.30ms, mfu 9.01%
iter 5020: loss 1.1300, time 37.41ms, mfu 9.11%
iter 5030: loss 1.1389, time 37.24ms, mfu 9.20%
iter 5040: loss 1.1223, time 37.34ms, mfu 9.28%
iter 5050: loss 1.1456, time 37.30ms, mfu 9.35%
iter 5060: loss 1.1158, time 37.26ms, mfu 9.41%
iter 5070: loss 1.1421, time 37.53ms, mfu 9.46%
iter 5080: loss 1.1272, time 37.30ms, mfu 9.52%
iter 5090: loss 1.1058, time 37.32ms, mfu 9.56%
iter 5100: loss 1.1091, time 37.31ms, mfu 9.61%
iter 5110: loss 1.0987, time 37.16ms, mfu 9.65%
iter 5120: loss 1.0983, time 37.36ms, mfu 9.68%
iter 5130: loss 1.1240, time 37.35ms, mfu 9.71%
iter 5140: loss 1.1012, time 37.51ms, mfu 9.73%
iter 5150: loss 1.1082, time 37.18ms, mfu 9.76%
iter 5160: loss 1.1051, time 37.40ms, mfu 9.78%
iter 5170: loss 1.1200, time 37.43ms, mfu 9.80%
iter 5180: loss 1.1000, time 37.62ms, mfu 9.81%
iter 5190: loss 1.0987, time 37.33ms, mfu 9.83%
iter 5200: loss 1.1024, time 37.30ms, mfu 9.84%
iter 5210: loss 1.0827, time 37.31ms, mfu 9.86%
iter 5220: loss 1.1122, time 37.60ms, mfu 9.86%
iter 5230: loss 1.1279, time 37.27ms, mfu 9.88%
iter 5240: loss 1.1221, time 37.36ms, mfu 9.89%
step 5250: train loss 1.0059, val loss 1.4269
iter 5250: loss 1.0833, time 4680.97ms, mfu 8.91%
iter 5260: loss 1.1069, time 37.31ms, mfu 9.01%
iter 5270: loss 1.0887, time 37.15ms, mfu 9.12%
iter 5280: loss 1.1191, time 37.48ms, mfu 9.20%
iter 5290: loss 1.1155, time 37.42ms, mfu 9.27%
iter 5300: loss 1.1245, time 37.55ms, mfu 9.34%
iter 5310: loss 1.1140, time 37.57ms, mfu 9.40%
iter 5320: loss 1.1283, time 37.34ms, mfu 9.45%
iter 5330: loss 1.1486, time 37.32ms, mfu 9.51%
iter 5340: loss 1.1320, time 37.58ms, mfu 9.55%
iter 5350: loss 1.0918, time 37.31ms, mfu 9.59%
iter 5360: loss 1.1226, time 37.21ms, mfu 9.63%
iter 5370: loss 1.1123, time 37.43ms, mfu 9.67%
iter 5380: loss 1.1373, time 37.51ms, mfu 9.69%
iter 5390: loss 1.1152, time 37.41ms, mfu 9.72%
iter 5400: loss 1.1244, time 37.32ms, mfu 9.75%
iter 5410: loss 1.0976, time 37.40ms, mfu 9.77%
iter 5420: loss 1.1216, time 37.37ms, mfu 9.79%
iter 5430: loss 1.1318, time 37.37ms, mfu 9.81%
iter 5440: loss 1.1243, time 37.30ms, mfu 9.83%
iter 5450: loss 1.1393, time 37.31ms, mfu 9.84%
iter 5460: loss 1.1374, time 37.28ms, mfu 9.86%
iter 5470: loss 1.1020, time 37.27ms, mfu 9.87%
iter 5480: loss 1.0967, time 37.44ms, mfu 9.88%
iter 5490: loss 1.1083, time 37.41ms, mfu 9.89%
step 5500: train loss 1.0013, val loss 1.4306
iter 5500: loss 1.1157, time 4696.00ms, mfu 8.91%
iter 5510: loss 1.1199, time 37.33ms, mfu 9.01%
iter 5520: loss 1.1024, time 37.31ms, mfu 9.11%
iter 5530: loss 1.1026, time 37.49ms, mfu 9.19%
iter 5540: loss 1.1177, time 37.26ms, mfu 9.27%
iter 5550: loss 1.0952, time 37.57ms, mfu 9.34%
iter 5560: loss 1.1034, time 37.24ms, mfu 9.41%
iter 5570: loss 1.1290, time 37.43ms, mfu 9.46%
iter 5580: loss 1.1093, time 37.59ms, mfu 9.51%
iter 5590: loss 1.1101, time 37.27ms, mfu 9.56%
iter 5600: loss 1.0732, time 37.31ms, mfu 9.60%
iter 5610: loss 1.1243, time 37.59ms, mfu 9.63%
iter 5620: loss 1.0911, time 37.33ms, mfu 9.66%
iter 5630: loss 1.1258, time 37.47ms, mfu 9.69%
iter 5640: loss 1.1216, time 37.53ms, mfu 9.72%
iter 5650: loss 1.1042, time 37.59ms, mfu 9.74%
iter 5660: loss 1.1342, time 37.16ms, mfu 9.77%
iter 5670: loss 1.1080, time 37.17ms, mfu 9.79%
iter 5680: loss 1.0890, time 37.33ms, mfu 9.81%
iter 5690: loss 1.0725, time 37.47ms, mfu 9.82%
iter 5700: loss 1.0913, time 37.28ms, mfu 9.84%
iter 5710: loss 1.1248, time 37.17ms, mfu 9.86%
iter 5720: loss 1.0732, time 37.58ms, mfu 9.87%
iter 5730: loss 1.1146, time 37.20ms, mfu 9.88%
iter 5740: loss 1.0958, time 37.30ms, mfu 9.89%
step 5750: train loss 0.9888, val loss 1.4437
iter 5750: loss 1.1291, time 4692.35ms, mfu 8.91%
iter 5760: loss 1.1016, time 37.20ms, mfu 9.02%
iter 5770: loss 1.0946, time 37.39ms, mfu 9.12%
iter 5780: loss 1.0953, time 37.29ms, mfu 9.20%
iter 5790: loss 1.0846, time 37.36ms, mfu 9.28%
iter 5800: loss 1.0910, time 37.41ms, mfu 9.35%
iter 5810: loss 1.1025, time 37.40ms, mfu 9.41%
iter 5820: loss 1.1068, time 37.23ms, mfu 9.47%
iter 5830: loss 1.1062, time 37.24ms, mfu 9.52%
iter 5840: loss 1.1279, time 37.23ms, mfu 9.57%
iter 5850: loss 1.0997, time 37.20ms, mfu 9.62%
iter 5860: loss 1.0808, time 37.31ms, mfu 9.65%
iter 5870: loss 1.0857, time 37.21ms, mfu 9.69%
iter 5880: loss 1.0992, time 37.24ms, mfu 9.72%
iter 5890: loss 1.1139, time 37.27ms, mfu 9.75%
iter 5900: loss 1.0943, time 37.21ms, mfu 9.78%
iter 5910: loss 1.1009, time 37.24ms, mfu 9.80%
iter 5920: loss 1.1149, time 37.21ms, mfu 9.82%
iter 5930: loss 1.0940, time 37.25ms, mfu 9.84%
iter 5940: loss 1.1262, time 37.22ms, mfu 9.86%
iter 5950: loss 1.0754, time 37.23ms, mfu 9.87%
iter 5960: loss 1.1170, time 37.26ms, mfu 9.88%
iter 5970: loss 1.1195, time 37.22ms, mfu 9.90%
iter 5980: loss 1.0972, time 37.21ms, mfu 9.91%
iter 5990: loss 1.1364, time 37.21ms, mfu 9.92%
step 6000: train loss 0.9859, val loss 1.4473
iter 6000: loss 1.0861, time 4708.12ms, mfu 8.93%
iter 6010: loss 1.1338, time 37.56ms, mfu 9.03%
iter 6020: loss 1.1066, time 37.22ms, mfu 9.13%
iter 6030: loss 1.1337, time 37.28ms, mfu 9.22%
iter 6040: loss 1.0969, time 37.45ms, mfu 9.29%
iter 6050: loss 1.0744, time 37.44ms, mfu 9.36%
iter 6060: loss 1.0877, time 37.32ms, mfu 9.42%
Traceback (most recent call last):
  File "train.py", line 302, in <module>
    scaler.scale(loss).backward()
  File "/global/home/users/njo/anaconda3/envs/gaia/lib/python3.8/site-packages/torch/_tensor.py", line 487, in backward
    torch.autograd.backward(
  File "/global/home/users/njo/anaconda3/envs/gaia/lib/python3.8/site-packages/torch/autograd/__init__.py", line 200, in backward
    Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
KeyboardInterrupt
